url,title,date,body
https://www.alyaum.com/articles/34/%D8%A7%D8%B3%D8%AA%D9%82%D8%A8%D8%A7%D9%84-%D8%B7%D9%84%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D8%B7%D8%A7%D9%84%D8%A8%D8%A7%D8%AA-%D8%A8%D8%AC%D8%A7%D9%85%D8%B9%D8%A9-%D8%A3%D9%85-%D8%A7%D9%84%D9%82%D8%B1%D9%89-%D8%A7%D9%84%D8%B3%D8%A8%D8%AA-%D8%A7%D9%84%D9%82%D8%A7%D8%AF%D9%85, استقبال طلبات الطالبات بجامعة أم القرى السبت القادم , 2002/07/04 ,"تبدأ جامعة ام القرى يوم السبت القادم باستقبال طلبات الطالبات الراغبات فى الالتحاق بالجامعة بمكة المكرمة و فرعها بمحافظة الطائف للعام الدراسى 1423/1424هـ حيث سيتم قبول طلباتهن حسب نظام القبول الفورى و ذلك خلال الفترة من 25/4/1423 وحتى يوم الاربعاء 7/5/1423هـ وذلك حسب نسبة الثانوية العامة التى تحصلت عليها الطالبة.
واوضحت الجامعة ان القبول سيتم حسب الجدول التالي...
السبت 25/4/1423هـ لنسبة 95 بالمائة فما فوق.
الاحد 26/4/1423 هـ لنسبة 93 بالمائة فما فوق.
الاثنين 27/4/1423هـ لنسبة 91 بالمائة فما فوق.
الثلاثاء 28/4/1423هـ لنسبة 89 بالمائة فما فوق.
الاربعاء 29/4/1423هـ لنسبة 87 بالمائة فما فوق.
السبت 3/5/1423هـ لنسبة 85 بالمائة فما فوق حسب الاماكن الشاغرة.
الاحد 4/5/1423 هـ لنسبة 84 بالمائة فما فوق حسب الاماكن الشاغرة .
الاثنين 5/5/1423هـ لنسبة 83 بالمائة فما فوق حسب الاماكن الشاغرة.
الثلاثاء 6/5/1423هـ لنسبة 82 بالمائة فما فوق حسب الاماكن الشاغرة.
الاربعاء 5/5/1423هـ لنسبة 80 بالمائة فما فوق حسب الاماكن الشاغرة ودعت الجامعة الطالبات الراغبات فى الالتحاق الى تقديم طلباتهن حسب الجدول فى مقر عمادة الدراسات الجامعية للطالبات بحى الزاهر اما الطالبات الراغبات فى الالتحاق بفرع الجامعة بالطائف فسيتم استقبال طلبات الالتحاق فى مقر الجامعة بحى قروى. "
https://www.alyaum.com/articles/40/%D9%84%D9%88%D8%A8%D9%8A-%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D9%8A-%D9%8A%D8%AA%D8%A2%D9%85%D8%B1-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%AD%D9%83%D8%A7%D9%85-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8, لوبي أوروبي يتآمر على الحكام العرب , 2002/07/04 ,اشار الحكم الدولي الاماراتي علي بو جسيم بعد عودته من المشاركة في كأس العالم السابعة عشرة لكرة القدم، الى وجود لوبي اوروبي كان وراء ابعاده عن قيادة المباراة النهائية بين البرازيل والمانيا (2-صفر) الاحد الماضي. وقال بو جسيم في حديث مع الصحافة الاماراتية عند دخول البطولة دور الثمانية (ربع النهائي) حدث لوبي وتكتل اوروبي لابعاد الحكام العرب وغيرهم لعدم تكرار ما حصل في كأس العالم 1998 حيث قاد المغربي سعيد بلقولة المباراة النهائية، لذلك تم اختيار طاقم من 4 حكام اوروبيين لقيادة النهائي بين البرازيل والمانيا. واعتبر بو جسيم ان قيادته المباراة الافتتاحية بين فرنسا والسنغال (صفر-1) ليست السبب في حرمانه من قيادة النهائي، وقال طلبت مباراة الافتتاح لاحصل على شيء مضمون وبعدها انتظر ما قد يأتي. واضاف لو بلغت ايطاليا المباراة النهائية، كانت فرصتي في قيادتها ستزيد بنسبة 90 في المئة، مشيرا الى ان الضغوط التي واجهها الاتحاد الدولي بعد خروج بعض المنتخبات (الاوروبية) الكبيرة اجبرته على الرضوخ وتعيين حكام اوروبين وبالتالي سارت الامور لمصلحة الحكم الايطالي بيارلويجي كولينا. 
https://www.alyaum.com/articles/42/%D8%A7%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D9%82%D8%A7%D8%AF%D8%B3%D9%8A%D8%A9-%D8%AA%D9%87%D8%AF%D8%AF-%D8%A7%D9%84%D9%84%D8%A7%D8%B9%D8%A8%D9%8A%D9%86-%D8%A7%D9%84%D9%85%D8%AD%D8%AA%D8%B1%D9%81%D9%8A%D9%86-%D8%A8%D8%B9%D9%82%D9%88%D8%A8%D8%A7%D8%AA-%D8%B5%D8%A7%D8%B1%D9%85%D8%A9, ادارة القادسية تهدد اللاعبين المحترفين بعقوبات صارمة , 2002/07/04 ,"هددت ادارة نادي القادسية عددا من لاعبي الفريق الاول لكرة القدم خصوصا المحترفين منهم باتخاذ عقوبات صارمة تجاه اي لاعب يشارك في إحدى دورات الحواري المنتشرة هذه الايام في مختلف اماكن المنطقة الشرقية.
وكان عدد كبير من اللاعبين المحترفين بالفريق قد غاب عن التدريبات الاستعدادية طوال الفترة الماضية التي من خلالها انطلقت تدريبات الفريق قبل اكثر من شهر تحت اشراف المدرب الوطني خالد مبارك وتأتي هذه التهديدات خوفا من الادارة القدساوية على لاعبي فريقها من الاصابات خصوصا ان القادسية عاد للدوري الممتاز مؤخرا بالاضافة الى ان بعض اللاعبين فضلوا المشاركة في دورات الحواري على الانتظام في التدريبات. "
https://www.alyaum.com/articles/43/%D8%B4%D9%81%D8%A7%D8%A1-%D8%A7%D9%84%D8%B9%D9%8A%D8%B3%D9%89-%D9%85%D9%86-%D8%A7%D9%84%D9%82%D8%B7%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B1%D9%83%D8%A8%D8%A9, شفاء العيسى من القطع في الركبة , 2002/07/04 ,"ابدى لاعب النصر ابراهيم العيسى جاهزيته لدخول تدريبات الفريق الكروي بعد عدة ايام وذلك بعد شفائه من الاصابة التي لحقت به في الموسم الماضي واكد العيسى ان الالتزام بالبرنامج العلاجي ساهم في اختصار فترة تأهيله لياقيا وبدينا وفنيا.
يذكر ان العيسى تعرض في الموسم الفائت لقطع في الرباط الصليبي للركبة مما أجبره على اجراء عملية جراحية ابعدته عن مباريات الموسم الماضي، والعملية هي الثانية للعيسى في نفس الركبة. "
https://www.alyaum.com/articles/41/%D8%A7%D9%84%D8%B7%D8%B1%D9%8A%D9%81%D9%8A-%D9%88%D8%AE%D9%84%D9%8A%D9%81%D8%A9-%D8%B9%D9%84%D9%89-%D9%87%D8%A7%D8%AA%D9%81-(%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6%D9%8A), الطريفي وخليفة على هاتف (الميدان الرياضي) , 2002/07/04 ,"سيكون موعد قراء (الميدان الرياضي) يوم السبت القادم للقاء الحكم الدولي علي الطريفي الذي شارك في تحكيم لقاءات نهائيات كأس العالم بكوريا واليابان وتوجيه الاسئلة مباشرة له عبر هاتف (الميدان الرياضي) من الساعة السابعة وحتى التاسعة مساء.
@ اما الاتفاقيون فهم على موعد لمواجهة نجم منتخبنا السابق وفريق الاتفاق المدرب الوطني صالح خليفة يوم الاحد القادم وطرح الاسئلة في كل ما يتعلق بالبيت الاتفاقي بعد قدوم الادارة الجديدة والمرئيات حول مستقبل قدم الاتفاق عبرالهاتف من الساعة السابعة وحتى التاسعة مساء.
وسيكون استقبال الاتصالين على هاتف رقم 8580800 تحويلة (2555). "
https://www.alyaum.com/articles/44/%D8%A7%D9%84%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%D9%8A%D9%84%D9%8A-%D9%8A%D9%87%D8%AF%D8%AF-%D8%A8%D8%A7%D9%84%D8%A7%D9%86%D8%B3%D8%AD%D8%A7%D8%A8-%D9%85%D9%86-%D8%A8%D8%B7%D9%88%D9%84%D8%A9-%D8%A7%D9%84%D8%B5%D8%AF%D8%A7%D9%82%D8%A9, الاسماعيلي يهدد بالانسحاب من بطولة الصداقة , 2002/07/04 ,"هدد النادي الاسماعيلي بالانسحاب من بطولة الصداقة الدولية التي ستقام بمدينة ابها خلال الفترة من 1 الى 14 اغسطس المقبل في حالة اصرار الاتحاد المصري لكرة القدم على عدم السماح للاعبيه الدوليين بالمشاركة معه في البطولة. واكد المهندس ابراهيم عثمان وكيل النادي الاسماعيلي والمشرف على كرة القدم ان مشاركة اللاعبين الدوليين الستة مع الفريق في بطولة الصداقة امر ضروري ولابد منه مشيرا الى ان الدورة تضم العديد من الفرق القوية فضلا عن شروط الدورة التي تنص على مشاركة الدوليين مع جميع الفرق المشاركة.
وقال ابراهيم عثمان اذا كان اتحاد الكرة غير حريص على سمعة الاسماعيلي فلابد ان يكون حريصا على سمعة الكرة المصرية اذا ما عرفنا ان الاسماعيلي هو الممثل الوحيد لها في هذه البطولة القوية وفي ختام حديثه اكد عثمان ان الفريق يفتقد حاليا لاربعة عشر لاعبا حيث يوجد 6 في المنتخب الاول واربعة في الاولمبي واربعة في الشباب واذا استمر الوضع كذلك فان مشاركة الفريق يبدو انها صعبة واتمنى ان يحل اتحاد الكرة المشكلة قبل فوات الاوان. "
https://www.alyaum.com/articles/45/%D8%B2%D9%8A%D9%83%D9%88-%D9%85%D8%B1%D8%B4%D8%AD-%D9%84%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8-%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%AE%D8%A8-%D8%A7%D9%84%D9%8A%D8%A7%D8%A8%D8%A7%D9%86%D9%8A, زيكو مرشح لتدريب المنتخب الياباني , 2002/07/04 ,ذكرت مصادر رسمية يابانية ان اللاعب الدولي البرازيلي السابق زيكو يجري حاليا محادثات ليصبح خلفا لمدرب المنتخب الياباني لكرة القدم، الفرنسي فيليب تروسييه. وردا على سؤال وجههته اليه الصحافة المحلية بشأن فرصة زيكو في خلافة تروسييه، صرح رئيس الاتحاد الياباني شونيتشيرو اوكانو ان اللجنة الفنية في الاتحاد تدرس عدة ترشيحات. ومن الطبيعي ان تفاوض اللجنة الشخص المذكور (زيكو). واوضح: ارسلت اللجنة الي والى نائب الرئيس سابورو كاوابوتشي قائمة بالترشيحات، لكنها هي التي ستحدد متى يوقع العقد وسيخضع قرارها لموافقة مجلس الادارة، مشيرا الى ان القرار النهائي سيتخذ خلال اجتماع مجلس الادارة بعد ان يتم انتخاب اعضائه الجدد نهاية الشهر الحالي. 
https://www.alyaum.com/articles/47/%D8%A7%D9%84%D8%B1%D8%A7%D8%A6%D8%AF-%D9%8A%D8%B5%D8%B1%D9%81-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AD%D9%82%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%A3%D8%AE%D8%B1%D8%A9-%D9%84%D9%85%D8%A7%D9%84-%D9%88%D9%86%D8%AC%D8%A7%D9%8A, الرائد يصرف المستحقات المتأخرة لمال ونجاي , 2002/07/04 ,"يواصل فريق الرائد الاول لكرة القدم تدريباته اليومية على ملاعب النادي استعدادا لخوض منافسات كأس الامير فيصل بن فهد للاندية الممتازة وذلك بحضور اكثر من 23 لاعبا تحت اشراف مساعد المدرب محمد النودلي واشتملت التمارين على بعض الجمل التكتيكية ورفع معدل اللياقة للاعبين بسبب الانقطاع عن التمارين وتحظى التمارين بمتابعة مستمرة من قبل ادارة النادي برئاسة المهندس احمد العبودي والمشرف العام على الفريق عبدالعزيز البليهد.
ومن جهة اخرى عقد اجتماع ضم اعضاء الشرف واعضاء مجلس الادارة وتمت خلاله مناقشة اوضاع النادي وإعادة تشكيل مجلس الادارة وجاء كالتالي:
المهندس/ احمد العبودي رئيسا للنادي وخالد السبت نائبا للرئيس وعضوية كل من محمد العجلان امين الصندوق وابراهيم الصويغ وتركي الغدير وفهد الخضير وسليمان الفندي واحمد العميم واحمد البريدي.
وايضا تم تشكيل ثلاث لجان مساعدة للادارة وهي اللجنة الفنية برئاسة عضو الشرف عبدالعزيز المسلم وعضوية فهد الربدي ولجنة مالية برئاسة عبدالله السدرة وعضوية فهد الربدي ولجنة امانة اعضاء الشرف برئاسة عبدالله المبارك وعضوية عبدالله القناص وابراهيم الثويني.
كما قرر المجتمعون صرف المستحقات المالية المتأخرة للمحترفين علي مال ومودي نجاي والبالغة خمسة آلاف دولارلنجاي و15 الف دولار لمال وسيتم ارسال تذكرتي سفر حتى يتمكنا من العودة في نهائية الاسبوع ما بعد القادم للانخراط في التمارين.
ومن جهة اخرى تدرس ادارة نادي الرائد اقامة معسكر اعدادي للفريق الاول الكروي قبل خوض غمار منافسات كأس الامير فيصل بن فهد الشهر القادم ولم يتحدد حتى الآن أين سيقام المعسكر؟ "
https://www.alyaum.com/articles/48/%D8%A7%D9%84%D8%B5%D8%B1%D8%A7%D8%AD%D8%A9-%D9%85%D8%B7%D9%84%D9%88%D8%A8%D8%A9-%D9%88%D8%AF%D8%B9%D9%85-%D8%A7%D9%84%D8%A3%D9%86%D8%AF%D9%8A%D8%A9-%D9%85%D8%A7%D9%84%D9%8A%D8%A7-%D9%84%D8%A7-%D9%85%D9%81%D8%B1-%D9%85%D9%86%D9%87, الصراحة مطلوبة ودعم الأندية ماليا لا مفر منه , 2002/07/04 ,"طلب الدكتور عبدالعزيز المهيزعي عضو شرف نادي القادسية عضو لجنة تطوير الرياضة جميع المشاركين من الرياضيين في الاجتماع الاول للجنة التحدث بصراحة متناهية وبعيدا عن المجاملة عن اسباب تدهور الرياضة السعودية في الآونة الاخيرة.
واضاف المهيزعي بقوله: جميع اندية المملكة تعاني مشاكل مالية بسبب عدم وصول الاعانة السنوية من الرئاسة العامة لرعاية الشباب الى الاندية منذ اربع سنوات، بالاضافة الى تخفيض اعانة الاحتراف الامر الذي ادى الى زيادة معاناة الاندية من جميع النواحي المالية والادارية.
والمطلوب هو زيادة اعانة الاندية والاعانة المخصصة للاحتراف حتى تقوم الاندية بدورها على الشكل المطلوب تجاه الرياضة السعودية بشكل عام ولابد من الاهتمام بقطاع الرياضة والشباب للحفاظ على مجتمعنا من الفراغ القاتل الذي قد يجر شبابنا الى متاهات لا نهاية لها خصوصا ان مجتمعنا بدأ يعاني ظواهر وعادات دخيلة على ديننا الاسلامي الحنيف وعاداتنا وتقاليدنا.
لذلك لابد من المحافظة على الشباب بالاهتمام بهم من جميع النواحي وتقديم الحوافز المادية لهم لابراز مواهبهم وطاقاتهم في جميع الالعاب من اجل النهوض بمستوى الرياضة السعودية بشكل عام وكرة القدم بشكل خاص. "
https://www.alyaum.com/articles/46/%D8%A8%D8%AF%D8%A1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A7%D8%B3%D8%AA%D9%82%D8%A8%D8%A7%D9%84-%D8%A7%D9%84%D9%84%D8%A7%D8%B9%D8%A8%D9%8A%D9%86-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AC%D8%AF%D9%8A%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D8%A7%D8%AA%D9%81%D8%A7%D9%82-%D8%A7%D9%84%D8%B3%D8%A8%D8%AA-%D8%A7%D9%84%D9%82%D8%A7%D8%AF%D9%85, بدء برنامج استقبال اللاعبين المستجدين في الاتفاق السبت القادم , 2002/07/04 ,"ضمن الخطط الجديدة لادارة نادي الاتفاق برئاسة عبدالعزيز الدوسري لاستقطاب المواهب من اللاعبين فان الادارة بصدد عمل برنامج لاستقطاب عناصر جديدة ودماء شابة تنظم لخارطة فرق النادي بدرجاتها الثلاث من المستجدين والعناصر المميزة ومن يرى في نفسه الرغبة لتمثيل الاتفاق في الموسم القادم.
ذكر ذلك لـ""الميدان الرياضي"" خليل الزياني نائب رئيس الاتفاق وقال: ان البرنامج سيبدأ من يوم السبت القادم في الساعة السابعة مساء على ملعب النادي وتحت اشراف خيرة ابناء النادي من اللاعبين المخضرمين والمدربين الوطنيين على رأسهم صالح خليفة وسلمان نمشان وزكي الصالح وخالد الحوار وسلمان حمدان واداريا هشام الدوسري.
وسيستمر هذا البرنامج لمدة اسبوع فقط، ومن خلال النظرة الثاقبة من قبل اللاعبين المخضرمين والمدربين الوطنيين سيتم اختيار افضل العناصر التي ستدعم فرق النادي خاصة ان هناك الكثير من اللاعبين الذين يملكون مهارات كبيرة لا يجدون الاهتمام خارج النادي وبامكاننا احتضانهم وتنمية مواهبهم.
وقال الزياني: نأمل ان تكون هناك استجابة من قبل الجميع والتواجد في النادي وسنكون نحن كادارة من المتابعين لهذا البرنامج وكمشرفين عليه حتى يتحقق النجاح له. "
https://www.alyaum.com/articles/49/%D8%A7%D9%84%D9%88%D8%AD%D8%AF%D8%A9-%D9%8A%D9%86%D9%81%D9%8A-%D8%AA%D8%B9%D9%8A%D9%8A%D9%86-%D8%AC%D9%8A%D8%B2%D8%A7%D9%86%D9%8A-%D9%85%D8%AF%D8%B1%D8%A8%D8%A7-%D9%84%D9%84%D9%81%D8%B1%D9%8A%D9%82-%D8%A7%D9%84%D8%A3%D9%88%D9%84, الوحدة ينفي تعيين جيزاني مدربا للفريق الأول , 2002/07/04 ,"ابدى كابتن فريق الوحدة حاتم خيمي غضبه الشديد من شائعة تجدد اصابته في الرباط الصليبي واكد خيمي المتواجد حاليا في تونس انه ذهب الى تونس للاطمئنان على ركبته عند الدكتور خالد نعمان.
من جهة اخرى نفى مصدر بالوحدة وجود نية لدى الادارة بتعيين خالد جيزاني اداري الفريق الكروي الاول لمهام الاشراف الفني رسميا، وابان المصدر ان امر المدرب الجديد سيحسم خلال أيام.
على صعيد آخر.. ادى عدم توافر السيولة المادية الى عدم حسم صفقة انتقال لاعب فريق الصقور فواز العنزي.
وانتقد عضو مجلس ادارة نادي الوحدة والمشرف على الفريق الاول عبدالمعطي كعكي غياب العديد من اللاعبين بدون عذر واصفا ذلك ""بالاستهتار"".
من جهة ثانية طلبت الادارة من مدرب فريق درجة الشباب د. محمد علي البحث عن بديل له من مصر ورشح محمد علي اكثر من اسم وتدرس الإدارة ملفاتهم تمهيدا لاختيار اكثرهم خبرة. "
https://www.alyaum.com/articles/50/%D8%AF%D9%88%D8%B1%D8%A9-%D8%A7%D9%84%D8%A3%D9%85%D9%8A%D8%B1-%D8%AA%D8%B1%D9%83%D9%8A-%D8%A8%D9%86-%D8%AE%D8%A7%D9%84%D8%AF-%D8%AA%D8%B3%D8%AA%D8%B6%D9%8A%D9%81-%D9%85%D9%86%D8%AA%D8%AE%D8%A8%D9%86%D8%A7-%D9%84%D9%84%D8%B4%D8%A8%D8%A7%D8%A8, دورة الأمير تركي بن خالد تستضيف منتخبنا للشباب , 2002/07/04 ,"يحل المنتخب السعودي لدرجة للشباب عصر اليوم ضيفا على دورة الأمير تركي بن خالد الثالثة لكرة القدم والتي تجرى منافساتها على ملعب كورنيش الدمام والذي يقع جنوب دوار الصدفة. وقد اعدت اللجنة المنظمة للدورة برئاسة ابو عبيدة محمد برنامجا حافلا للمنتخب السعودي، حيث سوف يقوم رجال الاعمال وعضو شرف نادي القادسية سعود الأحمدي بتكريم الجهازين الاداري والفني للمنتخب بالاضافة الى اللاعبين. وسوف يصل المنتخب الى الملعب في تمام الساعة الرابعة والنصف وسيتم التكريم بين شوطي مباراة اليوم والتي ستجمع بين مركز عاطف للخياطة وشعلة هجر ويتوقع ان تحظى المباراة بحضور جماهيري كبير نظرا لحضور المنتخب السعودي لدرجة للشباب والذي يضم في صفوفه عددا من الاسماء المعروفة أمثال ناجي مجرشي وعبدالعزيز السعران. من جهة اخرى اكد ابو عبيده محمد المشرف العام على الدورة ان اللجنة ستقوم ايضا بتكريم منتخب شباب عمان بالاضافة الى تكريم الحكم العالمي علي الطريفي وقدم ابو عبيده محمد شكره وتقديره لمدير المنتخب السعودي للشباب فهد الحميدي وذلك على قبوله للدعوة كما قدم شكره وتقديره لعضو شرف نادي القادسية سعود الاحمدي وذلك لتكريم جميع اعضاء المنتخب السعودي للشباب.واصبح فريق الامير تركي بن خالد اول فريق يتأهل الى دور الثمانية وذلك بعد فوزه الكبير على الاحمدي بنتيجة اربعة اهداف مقابل لا شيء. ويتربع على قائمة هدافي الدورة مهاجم الاتفاق الصاعد صالح بشير ولاعب فريق الامير تركي بن خالد برصيد اربعة اهداف ويقدم مركز عاطف للخياطة يوميا جائزة افضل لاعب في كل مباراة وهي عبارة عن تفصيل ثوب في احد مراكز عاطف للخياطة.
وقد شارك في هذه الدورة عدد كبير من نجوم الشرقية امثال عبدالعزيز الدوسري وحمد الدبيخي وجابر حقوي وعمر عسيري وصالح بشير وعبدالله الذكير وحسن سيف وفؤاد السليم وجمال الدوسري وجمال الرويشد واحمد البحري وسياف البيشي وبندر زايد. وتحظى مباريات الدورة حتى الآن بحضور جماهيري كبير وغير متوقع وتقوم اللجنة يوميا بتوزيع المياه والمشروبات الغازية مجانا على الجمهور بالاضافة الى توزيع جوائز قيمة. "
https://www.alyaum.com/articles/52/%D8%A5%D9%82%D8%A8%D8%A7%D9%84-%D9%83%D8%A8%D9%8A%D8%B1-%D9%85%D9%86-%D8%A7%D9%84%D8%B7%D9%84%D8%A7%D8%A8-%D9%88%D8%A3%D9%88%D9%84%D9%8A%D8%A7%D8%A1-%D8%A3%D9%85%D9%88%D8%B1%D9%87%D9%85-%D8%B9%D9%84%D9%89-%D9%81%D8%B9%D8%A7%D9%84%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%B2, إقبال كبير من الطلاب وأولياء أمورهم على فعاليات المركز , 2002/07/04 ,"انطلقت فعاليات المركز الصيفي بنادي القادسية يوم 20 ربيع الاول الماضي والذي يستمر الى 20 جمادى الثانية اي انه يستمر لمدة ثلاثة شهور متواصلة.
وشهد المركز اقبالا كبيرا من ابنائنا الطلاب في مختلف المراحل الدراسية بالاضافة الى مشاركة اولياء الامور في انشطة المركز المختلفة من رياضة وثقافة وفن وادب ورسم تشكيلي وكان مهرجان (فرحة الناجحين) قد حقق نجاحا كبيرا بمشاركة ابنائنا الطلاب الناجحين مع اولياء امورهم في جميع فقرات المهرجان وقدم احمد الزامل رئيس اللجنة العليا للمركز الصيفي شهادات تقدير وجوائز تقديرية للناجحين والفائزين بالمسابقات التي اقيمت على هامش هذا المهرجان.
@ محاضرة قيمة
اقيمت محاضرة قيمة بعنوان (اثر التدخين على الفرد والمجتمع) بمناسبة اليوم العالمي لمكافحة التدخين.. وحضرها عدد كبير من ابنائنا الطلاب وأولياء. امورهم وقد تفاعل الحضور مع هذه المحاضرة من خلال الاسئلة التي وجهت في هذه المحاضرة التي تحولت الى ندوة طبية شيقة.
@ تعليم السباحة
شهدت مدرسة تعليم السباحة اقبالا كبيرا جدا من ابنائنا الطلاب تحت اشراف مدربين مختصين بقيادة يسرى علي واحمد جلال..
واقيم مهرجان الالعاب المائية على هامش فعاليات المركز الصيفي بمشاركة ابنائنا الطلاب وأولياء امورهم وتم توزيع العديد من شهادات التقدير والهدايا الرمزية للفائزين بالمسابقات الترفيهية..
@ مدرسة البراعم لكرة القدم
بدأت مدرسة البراعم لكرة القدم نشاطها يوم 20 ربيع الاول الماضي تحت اشراف المدرب عماد الجباوي وباشراف اداري من مازن الجنيدي.
@ الانشطة الاجتماعية
قامت اللجنة الاجتماعية بالمركز الصيفي بزيارة القرية الشعبية بالدمام ومستشفى الملك فهد التعليمي بالخبر وحضور ندوة عن اضرار المخدرات.. وسيقام معرض التوعية الامنية للدفاع المدني يوم 20 من شهر ربيع الثاني الجاري بالامانة الى مهرجان الطفل يوم 21 من هذا الشهر..
@ حماس في التايكوندو
اظهر المشاركون في مدرسة تعليم التايكوندو بقيادة المدرب الوطني مبارك الدوسري حماسا منقطع النظير في التدريبات اليومية واظهروا امكانيات رائعة مما يؤكد استفادتهم من التحاقهم بهذه المدرسة لتعلم الكثير من فنون هذه اللعبة في الدفاع عن النفس.
@ بطولة القادسية المفتوحة للاسكواش
ينظم النادي بطولة القادسية الصيفية المفتوحة للاسكواش من فعاليات مهرجان الشرقية للسياحة خلال الفترة من 4 ربيع الثاني الى 15 جمادى الثانية على صالة الاسكواش بالنادي.
@ الفنون التشكيلية والمسرحية
ضمن فعاليات المركز الصيفي بالنادي يقيم المركز مهرجان (مرسم الطفل) الذي يستمر لمدة شهرين لاظهار المواهب من الاطفال في هذا المجال، كما سيقام معرض تحت شعار (الرسام الصغير) يوم 20 جمادى الاولى ويستمر لمدة اسبوع ويقام في نفس اليوم مسرحية خاصة بالطفل يشارك فيها اعضاء المركز الصيفي.
@ متابعة مستمرة من اللجنة العليا
يولي المهندس احمد الزامل رئيس اللجنة العليا للمركز الصيفي ونائبه جاسم الياقوت اهتماما كبيرا بنجاح فعاليات وانشطة المركز ويتابع حسين البلوشي المشرف العام على المركز انشطة المركز بصفة يومية ورفع تقارير يومية الى رئيس اللجنة العليا ونائبه عن سير انشطة المركز. "
